tanggal,link,TeksBerita,Output
2/7/2016 8:22,https://news.detik.com/berita-jawa-timur/d-3136611/tugu-desa-ambruk-timpa-pekerja-satu-tewas-dua-orang-luka,"Tugu Desa Ambruk Timpa Pekerja, Satu Tewas, Dua Orang Luka
Blitar - Sebuah tugu desa yang sedang dibangun ambruk. Akibatnya satu orang yakni Suwandi (35) tewas di lokasi. Dua rekannya, Sunarto (53), dan Tumirin (52) dirawat di puskesmas karena luka. Saat itu ketiganya sedang mengerjakan pembangunan tugu Desa Suru Kecamatan Doko Kabupaten Blitar.

Rupanya, hujan yang turun sejak beberapa hari membuat bangunan tugu itu ambruk. Para pekerja yang berada di atas turut jatuh saat bangunan ambruk, Sabtu (6/2) sore.

Suwandi dan Tumirin, terjatuh dan langsung tercebur ke sungai. Sementara Sunarto yang sedang mengerjakan di bawah tugu, tertimpa reruntuhan bangunan tewas dan tercebur ke tepi sungai.

""Korban meninggal dunia di lokasi kejadian karena tubuhnya tertimpa bangunan tugu yang ambruk,"" kata Kapolsek Doko AKP Sunardi, Minggu(7/2/2016).

Saat ini polisi masih menyelidiki penyebab ambruknya tugu, yang berada di tepi jalan raya, jurusan antara Kecamatan Doko, dengan Kecamatan Wlingi

Dugaan sementara, kualitas pengerjaannya kurang bagus. Sebab, tak ditemukan satu pun lonjor besi (betoneser), buat otot bangunan tugu tersebut. Padahal, papar dia, tugu itu dibangun setinggi 5 meter.

""Semestinya, dengan bangunan setinggi itu, ya harus ada ototnya (besi). Yakni, tiang cor buat peyangganya. Apalagi, itu berada di tepi jalan, sehingga rawan terkena getaran mobil yang lewat, jadi, kami nggak heran, kalau bangunan itu ambruk, wong nggak ada besinya sama sekali,"" paparnya.

Sementara Kapolres Blitar, AKBP Slamet Waloya saat dihubungi mengaku pihaknya akan mengusut pengerjaan proyek tersebut. Sebab, itu sudah membawa korban jiwa diduga ada kelalaian.

""Kami akan memanggil kades setempat, termasuk akan menanyakan sumber dananya, berasal dari mana, terus siapa yang mengerjakannya,"" ungkap kapolres.

Akibat kejadian itu, warga meminta agar bangunan tugu satunya, yang masih difinishing dirobohkan saja. Kemudian dikerjakan ulang. Yakni, diberi besi dan dicor. Mereka khawatir, itu akan menyusul roboh karena tak ada penyangga cor. (fat/fat)",Tertimpa Benda-Benda Jatuh
1/5/2016 16:43,https://news.detik.com/berita-jawa-timur/d-3111228/puslabfor-polda-jatim-selidiki-tiga-pekerja-tewas-dari-atap-supermarket,"Puslabfor Polda Jatim Selidiki Tiga Pekerja Tewas dari Atap Supermarket
Malang - Polisi akan melibatkan Puslabfor Polda Jatim untuk mengetahui penyebab pasti jatuhnya tiga pekerja dari atap supermarket di Jalan KH. Agus Salim, Kota Malang, setinggi sekitar 25 meter. Penyelidikan dilanjutkan penyidikan secara ilmiah akan dilakukan.

""Kami akan libatkan Puslabfor Polda Jatim untuk menyelidiki penyebab kejadian ini,"" ujar Kapolres Malang Kota AKBP Singgamata dikonfirmasi detik.com, Selasa sore.

Bagi Singgamata, dari kecelakaan kerja tersebut akan ditemukan unsur kelalaian atau penyebab lain, sehingga tiga pekerja asal Kota Surabaya tewas terjatuh.

""Maka siapapun yang bertanggung jawab harus berhadapan dengan proses hukum yang berlaku,"" tegasnya.

Korban tewas bernama Suprajitno (65), warga Jalan Bratang Wetan 1-C/10 RT02/RW08 Kelurahan Ngagelrejo Kecamatan Wonokromo, Surabaya. Selain itu, korban kedua Abin (57) warga Jalan Pandegiling No 177 RT02/RW03 Kecamatan Tegalsari, Surabaya. Korban terakhir, hanya ditemukan satu kunci mobil pickup dan STNK L 8285 BL atas nama Tjai Lie Biauw warga Wonokromo, Kota Surabaya.

Ketiganya merupakan pekerja dari PT Inspirasi Bangun Mandiri, perusahaan pemasangan lampu beralamatkan di Jalan Siwalankerto No 25 Kota Surabaya. Hingga kini, ketiga jasad korban masih di kamar jenazah Rumah Sakit dr Saiful Anwar Malang untuk autopsi. (fat/fat)
",Terjatuh
1/5/2016 14:57,https://news.detik.com/berita-jawa-timur/d-3111107/tiga-pekerja-tewas-jatuh-dari-atap-supermarket-di-malang-warga-surabaya,"Tiga Pekerja Tewas Jatuh dari Atap Supermarket di Malang Warga Surabaya
Malang - Tiga pekerja tewas jatuh dari atap sebuah supermarket di Jalan KH Agus Salim, Kota Malang, Selasa (5/1/2015). Berikut identitas yang ditemukan petugas saat olah TKP.

Satu dari ketiga korban tewas diketahui bernama Suprajitno (65), warga Jalan Bratang Wetan 1-C/10 RT 02/RW 08 Kelurahan Ngagelrejo, Kecamatan Wonokromo, Kota Surabaya, Abin (57) warga Jalan Pandegiling No 177 RT 02/RW 03 Kecamatan Tegalsari, Kota Surabaya. Sementara di saku celana korban terakhir hanya ditemukan satu kunci kendaraan roda empat bersama STNK mobil pick up L 8285 BL atas nama Tjai Lie Biauw warga Wonokromo, Kota Surabaya.

""Dua korban ditemukan KTP untuk mengungkap identitasnya. Satu korban hanya membawa dompet berisi STNK beserta kunci mobil,"" kata petugas di sela proses olah TKP.

Untuk proses penyelidikan, jenazah tiga korban tewas jatuh dari ketinggian sekitar 25 meter dibawa ke Rumah Sakit dr Saiful Anwar. Polisi dan manajemen Pasaraya Mitra, belum memberikan keterangannya.

Sementara keterangan yang dihimpun detikcom, ketiga pekerja memperbaiki lampu berada di atap gedung. Entah apa penyebabnya craine digunakan sebagai alat bantu ikut terjatuh bersama ketiga korban dari atap setinggi kurang lebih 25 meter.

""Saya lihat, ketiga betulkan lampu diatas itu. Kemudian terdengar suara brak,"" ujar Edy Santoso (45), warga kebetulan berada di seberang jalan dari lokasi kejadian.

Ketiga korban diketahui meninggal dunia, sebelum pertolongan datang ke lokasi kejadian. Aparat kepolisian datang langsung menggelar olah TKP. Bangkai craine sebagai alat bantu perbaikan, terlihat berserakan di halaman supermarket juga disewakan menjadi wahana permainan anak-anak. Usai olah TKP, ketiga jenazah korban dievakuasi ke rumah sakit. (fat/fat)",Terjatuh
9/26/2014 12:41,https://news.detik.com/berita/d-2702137/2-pekerja-tewas-terjatuh-dari-lift-lantai-23-tower-alila-scbd,"2 Pekerja Tewas Terjatuh dari Lift Lantai 23 Tower Alila SCBD
Kecelakaan kerja terjadi di Tower Alila, SCBD, Lot 11, Kelurahan Senayan, Kebayoran Baru, Jakarta Selatan. Dua orang pekerja yang tengah naik lift bangunan tewas terjatuh dari lantai 23.Ã¢ÂÂKapolsek Kebayoran Baru, AKBP Nazly Harahap, mengatakan kejadian itu terjadi sekitar pukul 09.10 . Saksi bernama Junaedi, (38) yang juga karyawan PT Arkha Jayanti Persada menceritakan kejadian tersebut kepada kepolisian.""Sebelum kejadian, saksi naik lift personal hoiz menuju lantai 23. Sesampainya di lantai 23, Juanedi keluar, namun tiba-tiba kabel lift terputus hingga menyebabkan Juanedi mengalami luka sobek di bagian bawah mata kaki,"" jelas Nazly dalam keterangannya, Jumat (26/9/2014).Sementara dua korban yang berada dalam lift bernama Reki Anuri (24) dan Sudadi (48) ikut terjatuh bersama lift tersebut. Kedua pekerja tewas di lokasi. ""Korban meninggal dunia atas nama Sudadi terkena lontaran bantalan beton lift. Saat ini saksi dan kedua korban meninggal dunia berada di UGD Rumah Sakit Mintohardjo,"" ujar Nazly.


",Terjatuh
25 Agu 2014 18:07,https://news.detik.com/berita/d-2672086/2-pekerja-yang-jatuh-di-tiang-besi-proyek-konstruksi-medan-tewas,"2 Pekerja yang Jatuh di Tiang Besi Proyek Konstruksi Medan Tewas
Dua dari empat pekerja yang terjatuh di proyek konstruksi Podomoro City Deli Medan, akhirnya meninggal dunia. Nyawa keduanya tak tertolong setelah terjatuh dari ketinggian sekitar lima meter.ÃÂ Kedua pekerja korban tewas itu yakni Lamhot Rumapea dan Uskol. Hingga pukul 16.30 , Senin (25/8/2014), jenazahnya masih berada di ke RS Putri Hijau di Jalan Putri Hijau, Medan, Sumatera Utara (Sumut). Saat bersamaan dua korban luka masih dirawat di rumah sakit yang sama, yakni Asdin Simbolon dan Frans Lumban Raja.ÃÂ Polisi yang menyelidiki kasus ini masih meminta keterangan beberapa saksi. Kasusnya kini langsung ditangani Polresta Medan, tidak lagi ditangani Polsek Medan Barat.ÃÂ ""Saat ini penyelidikan ditangani Polresta Medan,"" kata Kapolsek Medan Barat Kompol Ronny Sidabutar kepada wartawan. ÃÂ Pihak manajemen Podomoro City Deli Medan menyatakan kecelakaan tersebut merupakan musibah. Mereka masih melakukan pemeriksaan internal untuk memastikan penyebab kecelakaan.ÃÂ ""Ini musibah,"" kata Erry, petugas penghubung di proyek tersebut.ÃÂ Keempat pekerja tersebut terjatuh saat sedang bekerja memasang konstruksi besi di areal proyek yang berada di Jalan Putri Hijau, Medan. Trafo listrik meledak, dan keempatnya terjatuh. Material yang bersumber dari ledakan itu juga menyebabkan pecahnya kaca belakang mobil Avanza nomor polisi BK 1070 MO yang parkir di Capital Building.ÃÂ Proyek pembangunan Podomoro City Deli Medan dimulai sejak Februari 2014 lalu. Di lahan bekas pusat perbelanjaan Deli Plaza itu akan dibangun hunian berupa kondominium, apartemen, serta perkantoran dan pusat perbelanjaan.


",Terjatuh
11/21/2022 16:19,https://www.detik.com/sumut/berita/d-6418138/petugas-damkar-pekanbaru-tewas-terjatuh-saat-padamkan-gudang-terbakar,"Petugas Damkar Pekanbaru Tewas Terjatuh Saat Padamkan Gudang Terbakar
Petugas pemadam kebakaran di Pekanbaru, Rian Mortir meninggal dunia saat bertugas. Rian meninggal akibat jatuh saat pemadaman gudang tiner terbakar.Meninggalnya Rian Mortir dibenarkan oleh Kapolsek Sukajadi, Kompol M Daud. Daud menyebut Rian meninggal setelah dibawa ke RS Ibnu Sina Pekanbaru.""Untuk petugas pemadam yang jatuh saat pemadaman tadi meninggal dunia. Korban meninggal di RS Ibnu Sina,"" kata Kapolsek di lokasi, Senin (21/11/2022).



Daud menyebut korban berusia 27 tahun. Korban terjatuh dari atap rumah sebelah lokasi kebakaran guna memutus kobaran api.""Tak lama korban naik, kembali terdengar suara teriakan korban. Setelah dilihat, itu baru diketahui korban terjatuh dari atap di rumah sebelahnya, leher robek diduga ada kena seng,"" katanya.Akibat luka menganga cukup besar, korban pun tak terselamatkan. Korban dilaporkan meninggal saat mendapat perawatan oleh tim medis.Selain korban meninggal, ada pula seorang karyawan bernama Aek (65) jadi korban. Ia mengalami luka bakar dan kondisinya kritis di RS Ibnu Sina.""Karyawan juga ada luka, sudah ditangani. Kalau pemilik gudangnya bernama Hendra Wijaya (70),"" kata Kapolsek.Pantauan detikSumut di lokasi, kebakaran terjadi sekitar pukul 13.00 . Warga pun melihat kobaran api dan asap tebal muncul dari gudang tiner du Jalan Lili dekat SMA Taruna tersebut.Kebakaran sendiri menimbulkan ledakan berulang kali dari drum, mobil dan botol-botol kaca di dalam rumah tersebut. Satu jam lebih terbakar, api akhirnya berhasil dijinakkan.Meskipun api sudah mulai padam, terlihat ledakan masih terus terjadi. Ledakan itu bahkan membuat warga kaget dan kabur dari lokasi ketakutan.""Menjauh-menjauh, tiner masih meledak. Jangan mendekat,"" teriak seorang warga saat mendengar ledakan, Senin (21/22/2022).Seorang warga bernama Andika mengaku gudang sudah beroperasi belasan tahun di daerahnya. Ada banyak pekerja di lokasi, namun disebut bukan warga setempat.""Gudang ini sudah lama, terbakar sekitar pukul 13.00 . Pekerjanya ada banyak, tapi bukan orang sini,"" kata pria yang akrab disapa Dika.Dika mengaku ada lebih dari 5 kali suara ledakan di rumah nomor 34 tersebut. Hal termasuk mobil minibus ikut meledak.""Ada beberapa kali dengar suara ledakan, ada lima kali. Mobil juga meledak kan ini waktu kebakaran. Ada 2 rumah kena, ada petugas pemadam juga yang jatuh,"" kata Dika",Terjatuh
31 Agu 2022 17:14,https://www.detik.com/jatim/berita/d-6265096/kronologi-penambang-belerang-di-banyuwangi-tewas-terbakar-di-kawah-ijen,"Kronologi Penambang Belerang di Banyuwangi Tewas Terbakar di Kawah Ijen
Nasib nahas menimpa Tohari (46) warga Dusun Andong, Desa Tamansuruh, Kecamatan Glagah. Ia terpleset dan terbakanr saat akan menambang belerang di kawah ijen.Kapolsek Licin, AKP Dalyono membenarkan kecelakaan kerja tersebut. Kecelakaan itu berawal saat korban bersama beberapa rekan kerjanya tengah melakukan pengamanan produksi belerang di dasar kawah.Saat itu korban tengah menyiram api yang membakar belerang dengan menggunakan air. Namun asap tebal belerang justru mengarah ke dirinya, sehingga korban panik dan mencoba menghindar. Nahasnya, korban justru terpeleset dan jatuh tengkurap ke api belerang hingga tubuhnya terbakar.



""Rekan korban berusaha menyelamatkan dengan menarik tubuhnya. Setelah berhasil dievakuasi korban digendong menuju puncak dan dinaikkan troli menuju pondok bunder,"" kata Dalyono.Dari pondok bunder, korban langsung dievakuasi menggunakan mobil milik BKSDA menuju Puskesmas Licin. Korban langsung dirujuk ke RSUD Blambangan mengingat luka bakar yang dialaminya mencapai 90 persen.Sayang, akibat luka bakar yang cukup parah nyawa korban tak berhasil diselamatkan. Luka yang diderita korban berada di bagian wajah, dada, tangan perut, paha dan dada.Dalyono menambahkan, kecelakaan kerja tersebut diakibatkan oleh asap tebal belerang, minimnya penerangan dan peralatan keselamatan kerja yang kurang memadahi.Sebelumnya, seorang penambang dilaporkan tewas setelah mengalami kecelakaan kerja di area penambangan belerang Kawah Ijen. Korban terjatuh ke tempat sublimasi belerang yang menyebabkan tubuhnya terbakar.Pekerja yang tewas itu adalah Tohari (46) warga Dusun Andong, Desa Tamansuruh, Kecamatan Glagah. Kapolsek Licin, AKP Dalyono membenarkan kecelakaan kerja tersebut.""Iya benar. Kejadiannya tadi malam sekitar pukul 19.30 . Korban atas nama Tohari warga Desa Tamansuruh,"" kata Dalyono kepada wartawan, Rabu (31/8/2022).",Terjatuh
31 Agu 2022 16:52,https://www.detik.com/jatim/berita/d-6265044/penambang-belerang-yang-tewas-di-kawah-ijen-alami-luka-bakar-90,"Penambang Belerang yang Tewas di Kawah Ijen Alami Luka Bakar 90%
Tohari (46) warga Dusun Andong, Desa Tamansuruh, Kecamatan Glagah terpeleset dan tewas terbakar di kawah Ijen. Ia terpeleset di kawah Ijen saat akan menambang.Kapolsek Licin, AKP Dalyono mengatakan korban terpeleset dengan posisi tengkurap ke api belerang hingga tubuhnya terbakar. Akibatnya korban mengalami luka bakar hampir 90 persen.""Korban mengalami luka bakar 90 persen di bagian tubuh depan, wajah, dada, tangan, perut, paha,"" kata Dalyono, Rabu (31/8/2022).



Menurut Dalyono, usai terjatuh, rekan korban langsung melakukan pertolongan. Korban kemudian dievakuasi menuju ke pondok bunder.""Rekan korban berusaha menyelamatkan dengan menarik tubuhnya. Setelah berhasil dievakuasi korban digendong menuju puncak dan dinaikkan troli menuju pondok bunder,"" ungkap Dalyono.Dengan menggunakan mobil milik BKSDA, lanjut Dalyono, korban kemudain dibawa menuju Puskesmas Licin. Korban langsung dirujuk ke RSUD Blambangan mengingat luka bakar yang dialaminya mencapai 90 persen.Sebelumnya, seorang penambang belerang tewas setelah mengalami kecelakaan kerja di area penambangan belerang Kawah Ijen. Korban terjatuh ke tempat sublimasi belerang yang menyebabkan tubuhnya terbakar.Pekerja yang tewas itu adalah Tohari (46) warga Dusun Andong, Desa Tamansuruh, Kecamatan Glagah. Kapolsek Licin, AKP Dalyono membenarkan kecelakaan kerja tersebut.""Iya benar. Kejadiannya tadi malam sekitar pukul 19.30 . Korban atas nama Tohari warga Desa Tamansuruh,"" kata Dalyono kepada wartawan, Rabu (31/8/2022).",Terjatuh
3/16/2022 7:34,https://hot.detik.com/movie/d-5984335/dua-kru-filmnya-terjatuh-dan-tewas-aktor-taiwan-ini-kecewa,"Dua Kru Filmnya Terjatuh dan Tewas, Aktor Taiwan Ini Kecewa
Setiap pekerjaan pasti memiliki resiko dan tak ada yang tahu kapan akan terjadinya kecelakaan, termasuk saat syuting film. Tak jarang, aktor dan aktris mengalami cedera hebat demi menampilkan adegan yang mengagumkan.Aktor asal Taiwan bernama Aaron Yan sedang melakukan proses syuting untuk drama terbarunya berjudul First Embrace. Namun di tengah syuting terjadi musibah yang menimpa dua orang kru. Mereka terjatuh di lokasi dan tewas karena kecelakaan tersebut.Aaron yang mengetahui hal itu pun angkat bicara atas kejadian tersebut. Ia merasa bahwa tim produksi film harus lebih banyak memberikan perhatian dalam keselamatan kerja para anggotanya.



Dua anggota kru yang dikabarkan meninggal dunia itu ialah juru kamera bernama Huang dan pengelola suara, Wang. Kejadian tersebut terjadi saat mereka hendak mengambil adegan di air terjun Valley Of The Gods pada Jumat lalu (11/03). Menurut laporan kronologi yang diterima oleh sejumlah media Taiwan, saat itu Wang dikatakan terpeleset dan jatuh ke bawah.Karena berusaha untuk membantu rekannya, Huang pun akhirnya tergelincir jatuh juga. Setelah insiden itu, keduanya segera dilarikan ke rumah sakit terdekat. Namun, karena memperoleh luka yang cukup parah nyawa mereka pun tak dapat tertolong.Selain itu, menurut keterangan yang didapat, tidak ada pekerja atau staf medis yang berada di tempat kejadian. Hal itu yang membuat penanganan menjadi lambat dan berakibat fatal.Yan yang merupakan bintang utama dari serial First Embrace itu pun mengungkapkan kekecewaannya melalui akun Facebooknya pada hari Sabtu lalu. Ia mengatakan bahwa keselamatan para kru harus sama pentingnya diperhatikan layaknya para aktor yang bermain.""Saya dengan jujur mengatakan bahwa kru produksi seringkali diabaikan keselamatannya dalam industri hiburan Taiwan,"" tulisnya.""Kehidupan manusia sama berharganya,"" tambahnya.Ia juga menambahkan bahwa ia ingin tim produksi First Embrace dapat memberikan penjelasan yang masuk akan atas alasan terjadinya tragedi tersebut. Jika tidak, Aaron akan menghentikan kontrak karena mengkhawatirkan keamanan pada kru lainnya di jam kerja yang tak wajar.",Terjatuh
1/14/2022 2:49,https://news.detik.com/berita/d-5897362/teknisi-mesin-kapal-yang-tenggelam-di-sungai-jambi-ditemukan-tewas,"Teknisi Mesin Kapal yang Tenggelam di Sungai Jambi Ditemukan Tewas
Tim SAR gabungan menemukan jasad pekerja PT Angkasa Raya yakni Ratimun (40) setelah dilaporkan tenggelam di Sungai Batanghari Jambi. Jasad Ratimj berhasil dievakuasi setelah 2 hari pencarian.""Korban atas nama Ratimun yang jatuh dari kapal Tongkang sudah ditemukan oleh Tim SAR gabungan. Hari ini sudah dievakuasi dan rencana diserahkan ke pihak keluarga,"" kata Kepala Sub Seksi Operasi Basarnas Jambi, Kornelis kepada wartawan, Kamis (13/1/2022).Penemuan jasad Ratimun ini berhasil dilakukan setelah Basarnas mengerahkan tim evakuasi di sungai tersebut. Basarnas juga menurunkan tim penyelam khusus saat pencarian.



Selain Basarnas, pencarian jasad Ratimun ini juga dilakukan berasma masyarakat setempat, kemudian TNI beserta Polisi. Pihak keluarga korban juga terlihat menunggu berhari-hari di dermaga sungai, sambil menggelar tahlil supaya jasad segera ditemukan.""Jasad korban berhasil ditemukan di jarak 4 KM. Jarak penemuan itu terbilang jauh dari lokasi kejadian jatuhnya korban dari kapal. Korban ditemukan dengan kondisi meninggal dunia,"" ucap Kornelis.Sebelumnya dilaporkan, seorang pekerja PT Angkasa Raya bernama Ratimun (40) warga Kasang, Kecamatan Jambi Timur, Kota Jambi hilang ketika tenggelam di perairan sungai besar di Jambi.Ratimun terjatuh dari kapal Tongkang saat melakukan perbaikan mesin kapal. Jatuhnya pekerja perusahaan itu diketahui pada Rabu sekitar pukul 10.00 . Korban kemudian ditemukan dalam kondisi meninggal dunia.Lihat juga Video: Tim SAR Tempuh Jarak 30 KM Evakuasi Bumil yang Terjebak Banjir di Jambi[Gambas:Video 20detik]",Terjatuh
1/12/2022 16:05,https://news.detik.com/berita/d-5895026/teknisi-mesin-kapal-hilang-tenggelam-di-sungai-batanghari-jambi,"Teknisi Mesin Kapal Hilang Tenggelam di Sungai Batanghari Jambi
Seorang pekerja perusahaan PT Angkasa Raya di Jambi tenggelam di Sungai Batanghari saat sedang memperbaiki mesin kapal. Petugas masih melakukan pencarian.""Kantor Pencarian dan Pertolongan (Basarnas) Jambi telah menerima Info dari anggota Bhabinkamtibmas bahwa telah terjadi satu orang terjatuh dari kapal tongkang ketika sedang memperbaiki mesin di Sungai Batanghari,"" kata Kepala Kantor Basarnas Jambi Abdul Malik kepada wartawan, Rabu (12/1/2022).Jatuhnya pekerja perusahaan itu diketahui pada pukul 10.00 . Pria berusia 40 tahun yang terjatuh ke sungai dari kapal tongkang itu hingga kini belum ditemukan.



""Basarnas Jambi dan personel kapal KN 414 telah bergerak menuju lokasi untuk melakukan pencarian,"" ujar Malik.Saat ini Basarnas Jambi juga telah mengerahkan anggotanya dalam melakukan upaya pencarian. Pihak Basarnas juga melakukan pencarian dengan sangat hati-hati lantaran debit Sungai Batanghari dalam kondisi naik saat ini.",Terjatuh
1/5/2022 18:20,https://news.detik.com/berita-jawa-timur/d-5885526/jenazah-tki-asal-lumajang-yang-tenggelam-di-malaysia-dimakamkan,"Jenazah TKI Asal Lumajang yang Tenggelam di Malaysia Dimakamkan
Jenazah Sri tiba di rumah duka sekitar pukul 13.50 . Ketika jenazah dikeluarkan dari mobil ambulans RS Bhayangkara Polda Jatim, keluarga almarhumah menyambut dengan isak tangis.Hartatik (61), ibu almarhumah, menangis histeris sambil memanggil nama Sri. Ia terjatuh lalu dibopong oleh keluarga almarhumah lainnya.Dua anak almarhumah, Reva (16) dan Ivo (12) juga menangis sambil memeluk peti jenazah. Mereka juga terus memanggil sang ibu.Selanjutnya, jenazah Sri disalatkan di Musala Al Hikmah. Selesai disalatkan, jenazah Sri dimakamkan di TPU Desa Kali Botol Kidul, Kecamatan Jatiroto, Lumajang.Satgas Penanganan PMI Mabes Polri Kombes Kusumo Wahyu Bintoro mengatakan, pihaknya menjalankan misi kemanusiaan. Pihaknya mengantarkan jenazah Sri dari Bandara Juanda ke rumah duka.""Hari ini kita dari Satgas Penanganan PMI Mabes Polri bersama instansi terkait lainnya, melakukan misi kemanusiaan. Di mana membantu proses pemulangan jenazah dari almarhumah Ibu Sri Windari di tempat tinggalnya yang ada di Lumajang,"" kata Kusumo di rumah duka, Rabu (5/1/2021).Kombes Kusumo yang juga Kapolresta Sidoarjo menambahkan, dengan meninggalnya PMI asal Lumajang ini, semua petinggi Polri ikut bela sungkawa sedalam-dalamnya.""Sekali lagi kami menyampaikan ucapan duka cita dari pimpinan tertinggi kami dari Bapak Kapolri dan Bapak Kapolda Jatim, tentunya, harapannya almarhumah khusnul khotimah diterima di sisi Allah SWT. Polisi akan selalu hadir di saat masyarakat membutuhkan,"" pungkas Kusumo.        
		
        (sun/bdh)",Terjatuh
11/18/2021 12:13,https://news.detik.com/berita/d-5816512/lift-jatuh-dari-lantai-21-proyek-apartemen-di-lampung-9-orang-luka,"Lift Jatuh dari Lantai 21 Proyek Apartemen di Lampung, 9 Orang Luka
Lift untuk mengangkut pekerja proyek apartemen di Bandar Lampung terjatuh dari lantai 21. Sembilan orang terluka akibat insiden ini.Dilansir dari Antara, Kamis (18/11/2021), peristiwa itu terjadi pada proyek gedung salah satu apartemen di Jalan Yos Sudarso, Bandar Lampung, Selasa (16/11). Sembilan pekerja yang menjadi korban telah mendapat perawatan.""Saat ini telah mendapat perawatan intensif dari pihak perusahaan dan telah dirawat di Rumah Sakit Budi Medika Bandar Lampung,"" kata Kabid Humas Polda Lampung Kombes Zahwani Pandra Arsyad.



Dia mengatakan peristiwa itu sedang diselidiki oleh Sat Reskrim Polresta Bandar Lampung. Polisi mengusut ada-tidaknya unsur kelalaian yang menjadi pemicu kecelakaan tersebut.""Tim Inafis dari Satreskrim Polresta Bandar Lampung masih olah TKP, nanti setelah selesai baru dapat disimpulkan apakah ada unsur kelalaian hingga menyebabkan terjadinya kecelakaan kerja tersebut,"" kata dia.Pandra mengatakan mesin lift alimak yang berada di bangunan tersebut tiba-tiba jatuh ke lantai dasar. Mesin lift alimak yang berkapasitas maksimal 15 orang saat itu diisi oleh sembilan orang pekerja.""Tidak ada korban jiwa, saat ini sembilan orang pekerja mengalami luka-luka dan telah mendapatkan perawatan secara intensif,"" katanya.Pandra mengatakan pihak perusahaan bertanggung jawab dan menjamin perawatan sembilan orang tersebut hingga sembuh.""Pihak perusahaan akan menjamin perawatan kepada sembilan pekerja yang sedang dirawat hingga pulih,"" katanya.Tonton juga Video: Aksi Damkar Evakuasi 5 Orang Terjebak Lift di Gedung Jaktim[Gambas:Video 20detik]",Terjatuh
11/3/2023 7:30,https://www.detik.com/jabar/berita/d-7016048/sialnya-juan-terjatuh-dari-atap-masjid-gesat-karena-tak-pakai-pelindung,"Sialnya Juan, Terjatuh dari Atap Masjid Gesat karena Tak Pakai Pelindung
Nasib sial dialami Juan, seorang pekerja yang tengah melakukan renovasi atap Masjid At-Muttaqien di kawasan Gedung Sate, Bandung. Juan terjatuh dari ketinggian karena tak memakai alat pelindung diri (APD).Insiden itu terjadi pada Kamis (2/11/2023) pagi sekitar pukul 10.00 . Saat itu, Juan tengah bekerja di atas plafon masjid. Namun tiba-tiba, dirinya terjatuh menembus plafon dan mendarat di lantai masjid dengan ketinggian 7 meter.Akibatnya, Juan mengalami patah kaki dan langsung tak sadarkan diri. Dia kemudian dibawa ke rumah sakit untuk mendapat pertolongan. Detik-detik jatuhnya Juan dilihat oleh Mamat, seorang warga yang ada di lokasi.



""Kaget, pas mau sholat duha di Masjid ada orang jatuh dari atas plafon, langsung dikerubungi satpam sama teman pekerjanya,"" ucap Mamat.""Kepala sama badannya kurang tahu, kakinya patah, jatuhnya tinggi,"" imbuh dia.Saat dikonfirmasi, Kasubag Rumah Tangga Biro Umum Setda Jabar Ovie Atika yang membawahi proyek renovasi tersebut membantah insiden jatuhnya pekerja itu karena pihaknya mengabaikan prosedur K3.""Kalau misalkan K3 antisipasi, kami sudah jelaskan ya. Kedua, kami sudah bicara tentang tenaga K3 untuk setiap pekerjaan dan ada pengawas. Itu sudah kami sampaikan juga diawal,"" katanya ketika dihubungi.Dia berdalih insiden tersebut terjadi di luar kendali. Sebab menurutnya pekerjaan perbaikan atas masjid At-Muttaqien tidak bisa diawasi setiap saat meskipun di lokasi ada orang yang punya tugas khusus untuk mengawasi.""Terkait ada kejadian di lapangan, itu sebenarnya di luar kuasa kami untuk memperingatkan setiap menit, setiap detik. Cuma kondisi di lapangan, saya juga tidak bisa ngecek setiap hari karena ada temen-temen pengawas,"" tuturnya.Insiden pekerja jatuh itu membuat Pj Gubernur Jabar Bey Machmudin 'kesal'. Bahkan Bey menegur langsung pihak terkait yakni Kepala Biro Umum. Dengan tegas Bey meminta kejadian serupa tidak terulang dan perawatan Juan ditanggung.""Iya tadi saya tanya saya tegur itu yang terakhir terjadi karena faktor safety, tidak diperhatikan. Saya minta pengobatan jangan sampai ditelantarkan dan jangan sampai terulang lagi,"" singkat Bey.",Terjatuh
